Date,Close/Last,Volume,Open,High,Low
11/24/2023,$127.75,3708239,$128.23,$128.23,$127.56
11/22/2023,$127.50,6649051,$127.89,$129.5103,$127.16
11/21/2023,$127.02,14641820,$126.89,$127.47,$125.75
11/20/2023,$129.51,7150860,$129.44,$130.1199,$129.02
11/17/2023,$129.47,6544058,$129.30,$129.79,$128.42
11/16/2023,$128.70,11655680,$129.09,$130.37,$128.31
11/15/2023,$128.92,7789083,$127.92,$129.73,$127.56
11/14/2023,$127.36,11255360,$127.34,$128.22,$126.08
11/13/2023,$123.85,7959191,$124.00,$124.55,$122.63
11/10/2023,$124.21,12194410,$121.90,$124.81,$120.965
11/09/2023,$120.10,9002674,$121.12,$122.43,$119.85
11/08/2023,$120.06,7681868,$121.40,$122.06,$119.15
11/07/2023,$120.72,7898388,$119.85,$121.08,$119.17
11/06/2023,$119.93,7756358,$120.00,$120.56,$118.38
11/03/2023,$119.52,10670130,$117.95,$120.10,$117.36
11/02/2023,$117.36,22106080,$117.97,$119.08,$114.45
11/01/2023,$110.89,12809870,$109.17,$111.19,$108.70
10/31/2023,$108.99,6485536,$108.30,$109.205,$106.69
10/30/2023,$107.83,6634044,$106.71,$109.33,$106.18
10/27/2023,$106.46,7291950,$106.90,$107.89,$105.835
10/26/2023,$105.62,8705199,$104.75,$106.47,$104.333
10/25/2023,$104.78,8571553,$108.81,$109.29,$104.425
10/24/2023,$109.39,8578552,$109.30,$110.3302,$108.435
10/23/2023,$108.66,6679224,$107.94,$110.57,$107.68
10/20/2023,$108.63,7756477,$111.52,$111.61,$108.63
10/19/2023,$111.28,10511470,$112.39,$114.40,$110.84
10/18/2023,$110.98,7174509,$111.06,$112.11,$110.03
10/17/2023,$112.20,7333985,$108.81,$112.27,$108.02
10/16/2023,$110.51,6254745,$109.09,$111.075,$108.95
10/13/2023,$108.66,6038859,$111.72,$111.969,$108.54
10/12/2023,$111.455,5371724,$111.98,$112.21,$110.32
10/11/2023,$111.12,6378562,$112.28,$112.64,$109.58
10/10/2023,$112.31,6252970,$111.50,$112.99,$110.4282
10/09/2023,$111.80,4714474,$110.32,$111.98,$109.48
10/06/2023,$110.88,7930565,$110.87,$111.325,$108.0464
10/05/2023,$109.80,5089675,$109.70,$110.46,$108.95
10/04/2023,$109.85,7189401,$110.80,$111.07,$108.80
10/03/2023,$110.19,7750656,$110.81,$112.26,$109.38
10/02/2023,$111.10,5751530,$110.40,$111.79,$109.60
09/29/2023,$111.06,4869282,$111.88,$112.23,$110.64
09/28/2023,$111.10,4851339,$109.76,$111.91,$109.18
09/27/2023,$109.19,7224955,$110.73,$110.81,$107.43
09/26/2023,$109.72,6559845,$109.85,$110.64,$109.34
09/25/2023,$110.43,6782528,$106.84,$110.48,$106.7147
09/22/2023,$107.68,6966978,$108.77,$109.7781,$107.361
09/21/2023,$107.96,7009711,$107.98,$109.587,$107.85
09/20/2023,$109.22,7081719,$111.74,$111.80,$109.16
09/19/2023,$110.72,5659652,$112.20,$112.34,$109.91
09/18/2023,$112.75,5065120,$112.89,$113.83,$112.455
09/15/2023,$113.14,12247400,$113.97,$115.19,$112.46
09/14/2023,$114.04,7138093,$113.77,$114.74,$113.0001
09/13/2023,$112.64,8131533,$111.58,$113.60,$111.53
09/12/2023,$111.23,9250059,$109.58,$112.7352,$109.51
09/11/2023,$110.28,18771680,$111.27,$111.84,$108.82
09/08/2023,$106.14,9821189,$106.17,$107.0724,$105.51
09/07/2023,$106.40,17947780,$110.60,$110.6962,$106.07
09/06/2023,$114.68,7411905,$116.00,$116.7199,$113.63
09/05/2023,$116.55,7294767,$114.91,$117.06,$114.91
09/01/2023,$115.385,5310734,$115.70,$115.70,$114.41
08/31/2023,$114.53,7962463,$112.434,$115.16,$112.434
08/30/2023,$113.27,6490253,$112.56,$113.46,$111.67
08/29/2023,$113.78,6971424,$110.52,$113.99,$110.52
08/28/2023,$111.68,4316417,$111.30,$112.19,$110.62
08/25/2023,$110.32,6669863,$108.89,$110.52,$107.76
08/24/2023,$108.51,8698077,$112.16,$112.57,$108.16
08/23/2023,$111.17,6873863,$109.34,$111.53,$108.85
08/22/2023,$109.47,4588734,$111.47,$111.84,$109.135
08/21/2023,$110.68,6539782,$109.84,$110.96,$109.00
08/18/2023,$110.10,6384742,$108.82,$110.52,$108.50
08/17/2023,$110.08,6250456,$110.19,$111.13,$109.66
08/16/2023,$110.15,6426724,$111.35,$111.92,$110.05
08/15/2023,$111.68,6843579,$113.34,$113.51,$111.395
08/14/2023,$114.02,8537504,$113.88,$114.52,$112.81
08/11/2023,$114.61,5712522,$114.125,$115.46,$113.72
08/10/2023,$115.61,6224457,$117.68,$118.3919,$115.07
08/09/2023,$116.57,5642456,$117.225,$118.105,$116.52
08/08/2023,$117.66,8934602,$117.00,$117.88,$115.955
08/07/2023,$119.34,7706464,$122.21,$122.74,$117.92
08/04/2023,$121.50,12658720,$117.76,$122.00,$117.76
08/03/2023,$118.70,29250380,$116.965,$119.11,$114.89
08/02/2023,$129.27,13711080,$130.20,$131.58,$128.83
08/01/2023,$132.08,7145569,$131.92,$132.39,$130.24
07/31/2023,$132.17,11034950,$129.99,$132.97,$129.10
07/28/2023,$129.48,11764600,$128.30,$129.92,$127.56
07/27/2023,$125.85,7917856,$126.56,$127.77,$124.92
07/26/2023,$124.02,5291806,$123.20,$125.24,$122.34
07/25/2023,$125.07,5592103,$124.20,$125.98,$124.20
07/24/2023,$124.10,5862587,$124.72,$125.60,$123.17
07/21/2023,$124.72,23704140,$121.93,$126.66,$121.38
07/20/2023,$120.72,9148567,$123.52,$124.60,$120.225
07/19/2023,$124.42,8866705,$125.34,$127.10,$124.30
07/18/2023,$122.86,7484388,$122.32,$123.23,$121.26
07/17/2023,$123.40,6127180,$122.33,$124.46,$120.76
07/14/2023,$122.56,7892158,$123.00,$123.18,$121.13
07/13/2023,$123.12,9823039,$120.00,$123.415,$119.88
07/12/2023,$118.68,8371341,$117.56,$119.23,$117.10
07/11/2023,$116.87,5786646,$117.80,$117.87,$114.89
07/10/2023,$117.12,6037016,$116.47,$118.275,$116.47
07/07/2023,$115.94,6108371,$115.37,$117.73,$114.76
07/06/2023,$115.22,7548331,$115.16,$116.20,$113.62
07/05/2023,$117.13,6252356,$119.02,$119.05,$117.10
07/03/2023,$120.09,2658635,$119.27,$120.48,$118.46
06/30/2023,$119.04,6565143,$119.60,$119.86,$118.38
06/29/2023,$118.06,5138531,$117.56,$118.15,$116.88
06/28/2023,$117.54,6384835,$117.02,$118.095,$116.58
06/27/2023,$119.79,7308869,$116.74,$119.94,$115.65
06/26/2023,$116.63,9376996,$114.56,$117.61,$114.30
06/23/2023,$113.43,11958540,$114.09,$115.28,$113.03
06/22/2023,$116.40,7285455,$116.01,$116.68,$114.9121
06/21/2023,$115.76,7925428,$118.61,$119.02,$115.6654
06/20/2023,$119.82,8670781,$121.94,$122.37,$118.71
06/16/2023,$122.68,12905730,$124.59,$124.98,$122.10
06/15/2023,$123.61,8132561,$121.58,$124.69,$121.04
06/14/2023,$123.40,7324605,$124.35,$124.43,$121.50
06/13/2023,$124.43,8873225,$124.28,$125.40,$122.75
06/12/2023,$122.14,9686711,$121.04,$122.31,$119.77
06/09/2023,$119.11,13810270,$117.488,$120.85,$117.38
06/08/2023,$116.35,5798724,$115.60,$116.64,$114.10
06/07/2023,$115.18,7555407,$116.63,$117.16,$114.49
06/06/2023,$116.36,7594454,$112.58,$116.79,$112.24
06/05/2023,$112.73,7769250,$115.43,$115.92,$112.64
06/02/2023,$115.62,7873384,$117.24,$117.40,$114.69
06/01/2023,$115.83,8616527,$114.56,$116.56,$112.31
05/31/2023,$113.41,14923980,$113.56,$114.00,$111.60
05/30/2023,$116.00,18291790,$114.50,$116.69,$112.61
05/26/2023,$110.35,15969940,$104.94,$111.28,$104.82
05/25/2023,$104.02,11677430,$101.93,$104.11,$101.47
05/24/2023,$103.02,8193652,$102.08,$103.14,$101.58
05/23/2023,$103.56,7452455,$104.07,$105.64,$103.47
05/22/2023,$105.28,7912384,$103.672,$105.87,$103.25
05/19/2023,$105.86,5783173,$106.95,$107.12,$105.515
05/18/2023,$106.96,9141957,$104.81,$107.12,$104.81
05/17/2023,$104.81,9504738,$104.19,$105.45,$103.58
05/16/2023,$103.79,7031502,$105.67,$106.48,$103.72
05/15/2023,$106.28,7444855,$103.76,$106.40,$102.89
05/12/2023,$103.62,7635857,$104.47,$104.74,$102.61
05/11/2023,$104.06,10630460,$106.29,$106.51,$103.68
05/10/2023,$106.46,7980121,$107.00,$107.48,$105.14
05/09/2023,$105.77,7804117,$107.00,$107.43,$105.30
05/08/2023,$108.31,6694397,$108.375,$108.83,$106.87
05/05/2023,$108.78,10745650,$108.21,$109.27,$105.77
05/04/2023,$106.58,22117510,$104.03,$107.12,$103.50
05/03/2023,$112.83,11491690,$116.66,$116.82,$112.60
05/02/2023,$116.11,7081220,$116.13,$117.06,$114.44
05/01/2023,$115.84,6208535,$117.21,$117.58,$115.51
04/28/2023,$116.80,8652507,$115.095,$116.90,$113.73
04/27/2023,$113.92,6945714,$113.88,$114.3149,$112.15
04/26/2023,$114.16,4671130,$114.29,$115.10,$113.21
04/25/2023,$114.05,7045163,$116.74,$116.84,$113.68
04/24/2023,$117.35,4097906,$117.82,$117.83,$116.57
04/21/2023,$117.76,4980658,$117.87,$118.19,$116.55
04/20/2023,$118.64,5125024,$117.29,$119.90,$117.12
04/19/2023,$118.54,4241940,$117.25,$118.69,$116.45
04/18/2023,$118.36,4829930,$120.34,$120.80,$117.41
04/17/2023,$119.38,6370194,$119.13,$119.84,$118.165
04/14/2023,$120.16,4833111,$120.87,$121.92,$118.76
04/13/2023,$121.13,6077122,$120.05,$121.66,$119.115
04/12/2023,$120.27,5288338,$124.41,$124.50,$120.1501
04/11/2023,$123.57,5001428,$125.25,$125.25,$123.17
04/10/2023,$124.29,5243707,$122.09,$124.58,$121.675
04/06/2023,$123.00,5260583,$122.34,$123.85,$121.05
04/05/2023,$123.04,6920920,$121.42,$123.22,$121.25
04/04/2023,$122.30,6962720,$124.93,$125.215,$121.81
04/03/2023,$124.74,6367804,$126.99,$127.574,$123.605
03/31/2023,$127.58,6222445,$126.65,$127.97,$126.29
03/30/2023,$127.40,8156371,$127.08,$128.19,$126.43
03/29/2023,$125.09,6410053,$123.42,$125.96,$123.25
03/28/2023,$121.34,5272075,$123.60,$123.68,$120.21
03/27/2023,$123.60,4817952,$125.74,$126.06,$123.32
03/24/2023,$124.76,6987982,$123.63,$124.93,$122.25
03/23/2023,$124.15,7353827,$123.935,$127.00,$122.10
03/22/2023,$121.97,7072705,$124.00,$126.24,$121.87
03/21/2023,$123.80,6900640,$122.988,$125.07,$122.15
03/20/2023,$121.82,5945023,$120.77,$122.02,$119.81
03/17/2023,$120.73,12304150,$120.78,$122.87,$119.15
03/16/2023,$120.51,11211590,$117.00,$120.83,$115.91
03/15/2023,$115.49,8596906,$115.25,$116.18,$113.14
03/14/2023,$116.55,8312148,$116.41,$117.06,$113.92
03/13/2023,$114.43,7673665,$113.76,$116.24,$113.28
03/10/2023,$115.19,6884539,$117.54,$118.23,$114.53
03/09/2023,$117.22,8055507,$121.28,$121.92,$116.94
03/08/2023,$121.20,7633866,$119.55,$121.75,$119.35
03/07/2023,$119.19,8879728,$122.48,$122.50,$118.28
03/06/2023,$122.41,7031270,$124.28,$125.1747,$122.03
03/03/2023,$123.60,7052093,$123.99,$124.21,$121.67
03/02/2023,$123.78,5260916,$122.16,$124.26,$120.855
03/01/2023,$123.68,5530594,$123.78,$125.47,$122.98
02/28/2023,$123.53,6491849,$123.62,$125.10,$122.92
02/27/2023,$123.42,7787226,$126.50,$126.60,$123.04
02/24/2023,$124.34,7357182,$124.24,$124.71,$123.1808
02/23/2023,$126.20,6440201,$126.61,$127.23,$123.67
02/22/2023,$123.95,5517829,$124.32,$124.97,$122.92
02/21/2023,$123.70,8164373,$125.46,$127.616,$123.55
02/17/2023,$127.72,6022526,$129.50,$129.81,$126.96
